LATITUDE,LONGITUDE,DISTRICT_CODE,ADDRESS,CITY,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_LEVEL,ENROLL_16_17,AEC,CHARTER,MINORITY_PERCENT,FRL_PERCENT,SPED_PERCENT,ELL_PERCENT,17_SPF_FINAL,17_SPF_SCORE
39.783358,-104.8237953,880,14390 EAST BOLLING DRIVE,DENVER,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,E,547,N,N,0.97,0.92,0.10,0.55,Performance,0.61
39.3067823,-102.4260554,1490,145 WEST 3RD,BETHUNE,BETHUNE R-5,842,BETHUNE PUBLIC SCHOOLS,E,46,N,N,0.37,0.79,0.12,0.25,Priority Improvement,0.38
39.3067823,-102.4260554,1490,145 WEST 3RD,BETHUNE,BETHUNE R-5,842,BETHUNE PUBLIC SCHOOLS,H,43,N,N,0.37,0.79,0.12,0.25,Performance,0.61
39.3067823,-102.4260554,1490,145 WEST 3RD,BETHUNE,BETHUNE R-5,842,BETHUNE PUBLIC SCHOOLS,M,21,N,N,0.37,0.79,0.12,0.25,Performance,0.62
38.9513283,-104.7909764,1040,1450 CHAPEL HILLS DRIVE,COLORADO SPRINGS,ACADEMY 20,209,ASPEN VALLEY CAMPUS,H,113,N,N,0.25,0.29,0.07,N/A,Performance,0.58
38.9513283,-104.7909764,1040,1450 CHAPEL HILLS DRIVE,COLORADO SPRINGS,ACADEMY 20,209,ASPEN VALLEY CAMPUS,M,56,N,N,0.25,0.29,0.07,N/A,Improvement,0.52
38.7834152,-104.8013958,980,1450 CHEYENNE MEADOWS ROAD,COLORADO SPRINGS,HARRISON 2,3522,FOX MEADOW MIDDLE SCHOOL,M,603,N,N,0.71,0.81,0.16,0.13,Performance,0.78
39.7925829,-104.8159765,880,14500 MAXWELL PLACE,DENVER,DENVER COUNTY 1,2205,DCIS AT FORD,E,472,N,N,0.97,0.91,0.07,0.60,Performance,0.68
39.8896975,-104.9688479,20,1451 EAST LEROY DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,E,464,N,N,0.63,0.77,0.11,0.21,Performance,0.56
38.6215213,-104.1668674,1120,14550 EDISON ROAD,YODER,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,E,52,N,N,0.06,0.72,N/A,N/A,Performance,0.88
38.6215413,-104.1668374,1120,14550 EDISON ROAD,YODER,EDISON 54 JT,2523,EDISON PREP,H,105,N,N,0.13,N/A,N/A,N/A,Insufficient State Data,N/A
38.6215413,-104.1668374,1120,14550 EDISON ROAD,YODER,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,H,42,N,N,0.10,0.67,N/A,N/A,Performance,0.89
38.6215413,-104.1668374,1120,14550 EDISON ROAD,YODER,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,M,31,N,N,0.10,0.67,N/A,N/A,Performance,0.85
38.7510632,-105.521041,2610,1459 MAIN STREET,GUFFEY,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,E,21,N,Y,0.07,0.57,N/A,N/A,Performance,0.63
38.7510632,-105.521041,2610,1459 MAIN STREET,GUFFEY,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,M,9,N,Y,0.07,0.57,N/A,N/A,N/A,N/A
39.6831287,-104.8178724,180,14601 EAST JEWELL AVE,AURORA,ADAMS-ARAPAHOE 28J,4426,JEWELL ELEMENTARY SCHOOL,E,470,N,N,0.82,0.74,0.09,0.37,Priority Improvement,0.41
39.381335,-104.904031,900,1470 CLEAR SKY WAY,CASTLE ROCK,DOUGLAS COUNTY RE 1,265,CLEAR SKY ELEMENTARY,E,661,N,N,0.26,0.17,0.13,0.08,Performance,0.65
39.381335,-104.904031,900,1470 CLEAR SKY WAY,CASTLE ROCK,DOUGLAS COUNTY RE 1,265,CLEAR SKY ELEMENTARY,M,128,N,N,0.26,0.17,0.13,0.08,Performance,0.65
39.632057,-104.8187284,130,14700 EAST TEMPLE PLACE,AURORA,CHERRY CREEK 5,7559,SAGEBRUSH ELEMENTARY SCHOOL,E,456,N,N,0.54,0.44,0.12,0.17,Performance,0.62
38.2973854,-104.5995702,2690,15 CHINOOK LANE,PUEBLO,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,E,368,N,N,0.70,0.77,0.10,0.05,Improvement,0.49
38.8318373,-104.7655935,1010,15 SOUTH CHELTON ROAD,COLORADO SPRINGS,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,E,523,N,N,0.77,0.90,0.12,0.32,Priority Improvement,0.39
39.3687186,-104.8538648,900,15 SOUTH GILBERT STREET,CASTLE ROCK,DOUGLAS COUNTY RE 1,201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,H,161,Y,N,0.24,N/A,0.09,N/A,Performance,0.34
39.7136395,-104.9797376,880,150 S. Pearl St.,DENVER,DENVER COUNTY 1,2186,DSST: BYERS MIDDLE SCHOOL,M,469,N,Y,0.49,0.39,0.08,0.16,Performance,0.96
39.7136695,-104.9797176,880,150 SOUTH PEARL STREET,DENVER,DENVER COUNTY 1,2228,DSST: BYERS HIGH SCHOOL,H,133,N,Y,0.47,0.38,0.06,0.11,Performance,0.81
39.7136995,-104.9797576,880,150 SOUTH PEARL STREET,DENVER,DENVER COUNTY 1,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,H,169,N,N,0.54,0.46,0.14,0.12,Performance,0.95
40.1840412,-105.1177871,470,1500 14TH AVENUE,LONGMONT,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,M,419,N,N,0.67,0.77,0.18,0.29,Improvement,0.46
39.9272987,-104.9669807,20,1500 EAST 128TH AVENUE,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,70,ADAMS12 FIVE STAR PRESCHOOL,E,319,N,N,0.73,N/A,0.22,0.46,N/A,N/A
39.537853,-107.765242,1195,1500 EAST 7TH STREET,RIFLE,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,E,438,N,N,0.60,0.66,0.13,0.40,Performance,0.68
39.9744308,-105.2449361,480,1500 KNOX DRIVE,BOULDER,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,M,559,N,N,0.21,0.06,0.10,0.02,Performance,0.81
38.2344253,-104.6297971,2690,1500 LAKEVIEW AVENUE,PUEBLO,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,E,222,N,N,0.66,0.52,0.05,0.05,Performance,0.87
38.2344253,-104.6297971,2690,1500 LAKEVIEW AVENUE,PUEBLO,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,M,428,N,N,0.66,0.52,0.05,0.05,Improvement,0.48
40.3704202,-105.4981582,1570,1500 MANFORD AVENUE,ESTES PARK,ESTES PARK R-3,2792,ESTES PARK MIDDLE SCHOOL,M,274,N,N,0.31,0.43,0.07,0.13,Performance,0.56
40.408209,-105.066998,1560,1500 MONROE AVENUE,LOVELAND,THOMPSON R2-J,5992,MONROE ELEMENTARY SCHOOL,E,227,N,N,0.51,0.75,0.19,0.23,Performance,0.65
40.0436232,-105.0660276,470,1500 TELLEEN AVE.,ERIE,ST VRAIN VALLEY RE 1J,5181,RED HAWK ELEMENTARY,E,814,N,N,0.19,0.07,0.10,0.03,Performance,0.68
40.5419566,-105.0508481,1550,1501 SPRINGWOOD DRIVE,FORT COLLINS,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,E,413,N,N,0.17,0.22,0.14,0.02,Performance,0.80
39.5597583,-104.8136378,900,15035 COMPARK BLVD,PARKER,DOUGLAS COUNTY RE 1,6719,PARKER PERFORMING ARTS,E,565,N,Y,0.27,0.12,0.07,0.04,Improvement,0.48
39.5597583,-104.8136378,900,15035 COMPARK BLVD,PARKER,DOUGLAS COUNTY RE 1,6719,PARKER PERFORMING ARTS,M,238,N,Y,0.27,0.12,0.07,0.04,Improvement,0.48
40.3675639,-105.4992473,1570,1505 BRODIE AVENUE,ESTES PARK,ESTES PARK R-3,2790,ESTES PARK K-5 SCHOOL,E,518,N,N,0.33,0.46,0.08,0.21,Improvement,0.42
39.4120049,-107.2288947,1180,1505 SATANK ROAD,CARBONDALE,ROARING FORK RE-1,429,CARBONDALE COMMUNITY CHARTER SCHOOL,E,92,N,Y,0.17,0.13,0.08,0.04,Performance,0.75
39.4120049,-107.2288947,1180,1505 SATANK ROAD,CARBONDALE,ROARING FORK RE-1,429,CARBONDALE COMMUNITY CHARTER SCHOOL,M,42,N,Y,0.17,0.13,0.08,0.04,Performance,0.75
39.3656572,-107.0304775,1180,151 EAST COTTONWOOD DRIVE,BASALT,ROARING FORK RE-1,560,BASALT ELEMENTARY SCHOOL,E,621,N,N,0.61,0.42,0.05,0.41,Improvement,0.48
39.643808,-106.578943,910,151 MILLER RANCH ROAD,EDWARDS,EAGLE COUNTY RE 50,604,BATTLE MOUNTAIN HIGH SCHOOL,H,896,N,N,0.57,0.36,0.08,0.25,Improvement,0.57
38.9952892,-105.0446,3020,151 Panther Way,WOODLAND PARK,WOODLAND PARK RE-2,9696,WOODLAND PARK HIGH SCHOOL,H,761,N,N,0.15,0.27,0.08,0.01,Improvement,0.53
39.9712107,-104.9538305,20,15101 FILLMORE STRE,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,7795,SILVER CREEK ELEMENTARY,E,610,N,N,0.26,0.11,0.08,0.05,Performance,0.86
40.4147682,-104.7030198,3120,1515  14TH AVENUE,GREELEY,GREELEY 6,3610,GREELEY CENTRAL HIGH SCHOOL,H,1451,N,N,0.73,0.69,0.09,0.22,Improvement,0.48
39.9725505,-105.2461925,480,1515 GREENBRIAR BOULEVARD,BOULDER,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,H,2178,N,N,0.29,0.12,0.06,0.05,Performance,0.86
38.8108139,-104.7709013,980,1520 VERDE DRIVE,COLORADO SPRINGS,HARRISON 2,6936,PIKES PEAK ELEMENTARY SCHOOL,E,433,N,N,0.82,0.91,0.12,0.28,Performance,0.64
39.5381577,-107.3264886,1180,1521 GRAND AVENUE,GLENWOOD SPRINGS,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,H,918,N,N,0.48,0.31,0.08,0.14,Performance,0.65
37.587638,-108.769987,2035,15238 COUNTY ROAD CC,PLEASANT VIEW,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,E,27,N,N,0.26,N/A,N/A,N/A,Insufficient State Data,N/A
39.7408799,-105.0433979,880,1526 TENNYSON STREET,DENVER,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,E,319,N,N,0.91,0.95,0.13,0.42,Performance,0.51
39.0546125,-104.8264516,1040,15280 JESSIE DRIVE,COLORADO SPRINGS,ACADEMY 20,249,ANTELOPE TRAILS ELEMENTARY SCHOOL,E,386,N,N,0.22,0.13,0.11,N/A,Performance,0.77
39.7884226,-103.5179325,3070,15400 CO ROAD L,WOODROW,WOODLIN R-104,9700,WOODLIN ELEMENTARY SCHOOL,E,64,N,N,0.13,0.55,N/A,N/A,Improvement,0.50
39.7884626,-103.5179125,3070,15400 CO ROAD L,WOODROW,WOODLIN R-104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,H,26,N,N,0.20,0.43,N/A,N/A,Performance,0.75
39.7884626,-103.5179125,3070,15400 CO ROAD L,WOODROW,WOODLIN R-104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,M,23,N,N,0.20,0.43,N/A,N/A,Improvement,0.53
37.4773177,-108.490254,2055,1550 HILLSIDE AVENUE,DOLORES,DOLORES RE-4A,8500,TEDDY BEAR PRESCHOOL,E,64,N,N,0.28,N/A,N/A,N/A,N/A,N/A
39.6887811,-104.9495848,880,1550 SOUTH STEELE STREET,DENVER,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,E,371,N,N,0.23,0.13,0.05,0.12,Performance,0.92
39.6888558,-105.0477246,880,1550 SOUTH WOLFF STREET,DENVER,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,E,570,N,N,0.94,0.91,0.13,0.54,Performance,0.65
39.6974555,-104.8074683,8001,15503 EAST MISSISSIPPI AVE UNIT B,AURORA,CHARTER SCHOOL INSTITUTE,5957,MONTESSORI DEL MUNDO CHARTER SCHOOL,E,271,N,Y,0.91,0.74,0.09,0.40,Performance,0.70
39.3835089,-104.871419,900,1551 PRAIRIE HAWK DRIVE,CASTLE ROCK,DOUGLAS COUNTY RE 1,11,ACADEMY CHARTER SCHOOL,E,562,N,Y,0.18,0.07,0.03,0.01,Performance,0.67
39.3835089,-104.871419,900,1551 PRAIRIE HAWK DRIVE,CASTLE ROCK,DOUGLAS COUNTY RE 1,11,ACADEMY CHARTER SCHOOL,M,234,N,Y,0.18,0.07,0.03,0.01,Performance,0.72
39.6885467,-104.9463348,880,1551 S.  MONROE ST,DENVER,DENVER COUNTY 1,3698,CREATIVITY CHALLENGE COMMUNITY,E,283,N,N,0.17,0.10,0.05,0.03,Performance,1.00
39.6885167,-104.9463748,880,1551 SOUTH MONROE STREET,DENVER,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,M,554,N,N,0.49,0.50,0.13,0.33,Improvement,0.56
39.93753,-105.078181,480,1555 DAPHNE STREET,BROOMFIELD,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,M,520,N,N,0.33,0.28,0.14,0.07,Improvement,0.50
40.4297091,-105.0996856,1560,1555 WEST 37TH STREET,LOVELAND,THOMPSON R2-J,1385,CENTENNIAL ELEMENTARY SCHOOL,E,455,N,N,0.21,0.28,0.09,0.02,Performance,0.83
39.5404312,-104.8082166,900,15655 BROOKSTONE DRIVE,PARKER,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,H,2205,N,N,0.25,0.13,0.11,0.03,Performance,0.74
39.5462299,-107.7614486,1195,1575 FARMSTEAD PARKWAY,RIFLE,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,E,375,N,N,0.40,0.55,0.12,0.22,Improvement,0.48
39.9722063,-105.2609968,480,1575 LEHIGH STREET,BOULDER,BOULDER VALLEY RE 2,5838,MESA ELEMENTARY SCHOOL,E,288,N,N,0.13,N/A,0.09,0.01,Performance,0.70
40.3547268,-105.5064706,1570,1575 SOUTH ST. VRAIN AVENUE,ESTES PARK,ESTES PARK R-3,2788,ESTES PARK OPTIONS SCHOOL,E,25,N,N,0.00,N/A,N/A,N/A,N/A,N/A
40.3547268,-105.5064706,1570,1575 SOUTH ST. VRAIN AVENUE,ESTES PARK,ESTES PARK R-3,2788,ESTES PARK OPTIONS SCHOOL,H,6,N,N,0.00,N/A,N/A,N/A,N/A,N/A
40.3547268,-105.5064706,1570,1575 SOUTH ST. VRAIN AVENUE,ESTES PARK,ESTES PARK R-3,2788,ESTES PARK OPTIONS SCHOOL,M,5,N,N,0.00,N/A,N/A,N/A,N/A,N/A
39.5827677,-106.0893596,3000,158 SCHOOL ROAD,FRISCO,SUMMIT RE-1,8375,SNOWY PEAKS HIGH SCHOOL,H,48,N,N,0.56,0.48,N/A,N/A,Improvement,0.40
39.5827277,-106.0893996,3000,158 SCHOOL ROAD,FRISCO,SUMMIT RE-1,8377,SUMMIT MIDDLE SCHOOL,M,756,N,N,0.35,0.30,0.12,0.21,Performance,0.57
39.741565,-105.030721,880,1580 JULIAN STREET,DENVER,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,E,396,N,N,0.96,0.97,0.08,0.34,Improvement,0.43
40.4844696,-104.9302888,3100,1583 GRAND AVENUE,WINDSOR,WINDSOR RE-4,55,GRANDVIEW ELEMENTARY SCHOOL,E,468,N,N,0.13,0.13,0.12,N/A,Performance,0.78
38.872971,-104.85758,1010,1590 WEST FILLMORE STREET,COLORADO SPRINGS,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,H,1512,N,N,0.38,0.46,0.08,0.03,Performance,0.54
39.9796105,-104.8025893,40,1595 SOUTHERN STREET,BRIGHTON,SCHOOL DISTRICT 27J,8130,SOUTHEAST ELEMENTARY SCHOOL,E,502,N,N,0.62,0.57,0.12,0.21,Improvement,0.50
39.8816657,-104.802244,40,15955 EAST 101ST WAY,COMMERCE CITY,SCHOOL DISTRICT 27J,6702,OTHO E STUART MIDDLE SCHOOL,M,765,N,N,0.57,0.37,0.11,0.07,Performance,0.58
39.7882402,-105.1778275,1420,15975 WEST 50TH AVENUE,GOLDEN,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,E,551,N,N,0.17,0.07,0.06,0.03,Performance,0.83
39.7882402,-105.1778275,1420,15975 WEST 50TH AVENUE,GOLDEN,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,M,94,N,N,0.17,0.07,0.06,0.03,Performance,0.83
39.3945156,-107.2052906,1180,160 SNOWMASS DRIVE,CARBONDALE,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,E,473,N,N,0.70,0.56,0.08,0.52,Improvement,0.43
39.741585,-104.9559827,880,1600 CITY PARK ESPLANADE,DENVER,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,H,2543,N,N,0.54,0.32,0.07,0.07,Performance,0.71
39.7428642,-104.8710584,180,1600 FLORENCE ST,AURORA,ADAMS-ARAPAHOE 28J,1948,CRAWFORD ELEMENTARY SCHOOL,E,633,N,N,0.95,0.89,0.12,0.77,Priority Improvement,0.39
40.5994244,-105.1061185,1550,1600 LANCER DRIVE,FORT COLLINS,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,M,532,N,N,0.55,0.69,0.15,0.23,Improvement,0.47
40.3699136,-105.4954609,1570,1600 MANFORD AVENUE,ESTES PARK,ESTES PARK R-3,2794,ESTES PARK HIGH SCHOOL,H,325,N,N,0.28,0.35,0.09,0.10,Performance,0.57
40.087249,-104.798842,3140,1600 NINTH STREET,FORT LUPTON,WELD COUNTY S/D RE-8,8930,TWOMBLY ELEMENTARY SCHOOL,E,542,N,N,0.76,0.70,0.11,0.40,Performance,0.53
38.8563513,-104.7954611,1010,1600 NORTH UNION BLVD,COLORADO SPRINGS,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,M,498,N,N,0.55,0.89,0.12,0.08,Priority Improvement,0.42
39.7939061,-104.8028805,880,16000 MAXWELL PLACE,DENVER,DENVER COUNTY 1,3340,LENA ARCHULETA ELEMENTARY SCHOOL,E,539,N,N,0.96,0.87,0.08,0.71,Performance,0.68
39.668121,-104.8035136,180,16001 EAST YALE AVE,AURORA,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,E,461,N,N,0.75,0.70,0.16,0.32,Performance,0.61
40.1855335,-105.1481528,470,1601 NORTHWESTERN ROAD,LONGMONT,ST VRAIN VALLEY RE 1J,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,E,359,N,N,0.28,0.36,0.19,0.07,Performance,0.72
38.8107369,-104.7506086,980,1602 SOUTH MURRAY BLVD,COLORADO SPRINGS,HARRISON 2,369,ATLAS PREPARATORY MIDDLE SCHOOL,M,500,N,Y,0.90,0.92,0.07,0.39,Performance,0.68
39.6000588,-104.9692937,140,1603 EAST EUCLID AVE,CENTENNIAL,LITTLETON 6,752,FRANKLIN ELEMENTARY SCHOOL,E,602,N,N,0.18,0.10,0.07,0.01,Performance,0.80
40.0139489,-105.2733809,480,1604 ARAPAHOE AVENUE,BOULDER,BOULDER VALLEY RE 2,924,BOULDER HIGH SCHOOL,H,1997,N,N,0.32,0.24,0.08,0.10,Improvement,0.80
39.993205,-104.801762,40,1605 LONGSPEAK,BRIGHTON,SCHOOL DISTRICT 27J,6395,NORTHEAST ELEMENTARY SCHOOL,E,599,N,N,0.70,0.57,0.16,0.28,Priority Improvement,0.41
39.6272751,-104.7998834,130,16100 EAST SMOKY HILL ROAD,AURORA,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,H,2086,N,N,0.56,0.37,0.12,0.06,Performance,0.64
39.5656881,-106.0560069,3000,16201 U S HIGHWAY 9,FRISCO,SUMMIT RE-1,8378,SUMMIT HIGH SCHOOL,H,915,N,N,0.36,0.29,0.10,0.19,Performance,0.72
38.7391863,-103.5352122,1810,16232 COUNTY ROAD 29,KARVAL,KARVAL RE-23,4502,KARVAL ELEMENTARY SCHOOL,E,30,N,N,0.00,0.71,N/A,N/A,Performance,0.61
38.7391463,-103.5356122,1810,16232 COUNTY ROAD 29,KARVAL,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,H,9,N,N,0.00,N/A,N/A,N/A,Performance,1.00
38.7391463,-103.5356122,1810,16232 COUNTY ROAD 29,KARVAL,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,M,8,N,N,0.00,N/A,N/A,N/A,N/A,N/A
39.5831137,-104.7999725,130,16251 E GEDDES AVENUE,CENTENNIAL,CHERRY CREEK 5,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,E,710,N,N,0.55,0.40,0.20,0.19,Performance,0.70
38.8082909,-104.7525462,980,1626 S MURRAY BOULEVARD,COLORADO SPRINGS,HARRISON 2,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,E,536,N,Y,0.65,0.41,0.01,0.18,Performance,0.71
38.8082445,-104.7527052,980,1628 SOUTH MURRAY BLVD,COLORADO SPRINGS,HARRISON 2,469,ATLAS PREPARATORY HIGH SCHOOL,H,405,N,Y,0.84,0.87,0.09,0.34,Performance,0.60
38.2867976,-104.6341879,2690,1629 WEST 21ST,PUEBLO,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,E,379,N,N,0.78,0.98,0.16,0.09,Performance,0.57
38.2867976,-104.6341879,2690,1629 WEST 21ST,PUEBLO,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,M,23,N,N,0.78,0.98,0.16,0.09,Performance,0.57
39.7428847,-104.8485176,180,1635 PARIS ST,AURORA,ADAMS-ARAPAHOE 28J,6728,PARIS ELEMENTARY SCHOOL,E,408,N,N,0.96,0.89,0.08,0.72,Priority Improvement,0.40
39.7429644,-104.8137123,180,1650 ALTURA BLVD,AURORA,ADAMS-ARAPAHOE 28J,214,ALTURA ELEMENTARY SCHOOL,E,576,N,N,0.91,0.86,0.15,0.67,Improvement,0.47
38.7704258,-104.8062611,980,1650 CHARMWOOD DRIVE,COLORADO SPRINGS,HARRISON 2,6578,OTERO ELEMENTARY SCHOOL,E,364,N,N,0.62,0.66,0.14,0.06,Performance,0.69
39.6269452,-104.7971671,130,16500 E. SMOKEY HILL ROAD,AURORA,CHERRY CREEK 5,6367,OPTIONS SCHOOL,E,301,N,N,0.20,N/A,N/A,N/A,N/A,N/A
39.6269452,-104.7971671,130,16500 E. SMOKEY HILL ROAD,AURORA,CHERRY CREEK 5,6367,OPTIONS SCHOOL,H,83,N,N,0.20,N/A,N/A,N/A,N/A,N/A
39.6269452,-104.7971671,130,16500 E. SMOKEY HILL ROAD,AURORA,CHERRY CREEK 5,6367,OPTIONS SCHOOL,M,156,N,N,0.20,N/A,N/A,N/A,N/A,N/A
39.6211153,-104.7973296,130,16501 EAST PROGRESS DRIVE,AURORA,CHERRY CREEK 5,4280,INDIAN RIDGE ELEMENTARY SCHOOL,E,558,N,N,0.39,0.11,0.14,0.11,Performance,0.82
40.1863875,-105.1572517,470,1651 AIRPORT ROAD,LONGMONT,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,M,756,N,N,0.28,0.28,0.12,0.06,Performance,0.67
39.6865425,-104.9325402,880,1651 SOUTH DAHLIA STREET,DENVER,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,E,477,N,N,0.73,0.88,0.09,0.54,Performance,0.54
39.826067,-105.186817,1420,16650 WEST 72ND AVENUE,ARVADA,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,E,689,N,N,0.15,0.04,0.04,0.05,Performance,0.83
39.826067,-105.186817,1420,16650 WEST 72ND AVENUE,ARVADA,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,M,106,N,N,0.15,0.04,0.04,0.05,Performance,0.83
40.3878983,-105.1006483,1560,1669 EAGLE DRIVE,LOVELAND,THOMPSON R2-J,8824,THOMPSON VALLEY HIGH SCHOOL,H,1209,N,N,0.24,0.37,0.12,0.02,Performance,0.56
39.5370742,-104.7956939,900,16700 KEYSTONE BLVD,PARKER,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,E,484,N,Y,0.28,0.05,0.05,0.04,Performance,0.63
39.5370742,-104.7956939,900,16700 KEYSTONE BLVD,PARKER,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,M,197,N,Y,0.28,0.05,0.05,0.04,Performance,0.93
39.688306,-104.793345,180,16701 EAST IOWA AVE,AURORA,ADAMS-ARAPAHOE 28J,4270,IOWA ELEMENTARY SCHOOL,E,557,N,N,0.83,0.73,0.11,0.36,Performance,0.60
38.856085,-104.694259,1110,1675 WINNEBAGO ROAD,COLORADO SPRINGS,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,E,722,N,N,0.52,0.58,0.13,0.06,Performance,0.63
39.7424,-104.965345,880,1690 WILLIAMS STREET,DENVER,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,H,194,Y,N,0.95,0.84,0.23,0.28,Priority Improvement,0.35
39.7424,-104.965345,880,1690 WILLIAMS STREET,DENVER,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,M,26,Y,N,0.95,0.84,0.23,0.28,Performance,0.54
39.5463629,-104.7904512,900,16995 EAST CARLSON DRIVE,PARKER,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,E,340,N,Y,0.34,0.06,0.05,0.10,Performance,0.85
39.5463629,-104.7904512,900,16995 EAST CARLSON DRIVE,PARKER,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,M,157,N,Y,0.34,0.06,0.05,0.10,Performance,0.93
39.7564019,-104.9672035,880,1700 EAST 28TH AVENUE,DENVER,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,H,279,N,N,0.94,0.89,0.24,0.23,Priority Improvement,0.43
39.6919063,-104.9661233,880,1700 EAST LOUISIANA AVENUE,DENVER,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,H,1595,N,N,0.72,0.63,0.09,0.29,Improvement,0.62
39.6850379,-104.9213918,9130,1700 SOUTH HOLLY STREET,DENVER,EXPEDITIONARY BOCES,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,E,152,N,N,0.25,0.07,0.12,0.02,Performance,0.75
39.6850379,-104.9213918,9130,1700 SOUTH HOLLY STREET,DENVER,EXPEDITIONARY BOCES,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,H,93,N,N,0.25,0.07,0.12,0.02,Performance,0.82
39.6850379,-104.9213918,9130,1700 SOUTH HOLLY STREET,DENVER,EXPEDITIONARY BOCES,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,M,148,N,N,0.25,0.07,0.12,0.02,Performance,0.64
