LATITUDE,LONGITUDE,DISTRICT_CODE,ADDRESS,CITY,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_LEVEL,ENROLL_16_17,AEC,CHARTER,MINORITY_PERCENT,FRL_PERCENT,SPED_PERCENT,ELL_PERCENT,17_SPF_FINAL,17_SPF_SCORE
39.9013723,-104.9944959,8001,555 WEST 112TH AVENUE,NORTHGLENN,CHARTER SCHOOL INSTITUTE,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,M,155,N,Y,0.53,0.45,N/A,N/A,Priority Improvement,0.39
39.6159704,-104.9213906,130,5550 SOUTH HOLLY STREET,GREENWOOD VILLAGE,CHERRY CREEK 5,3648,GREENWOOD ELEMENTARY SCHOOL,E,437,N,N,0.18,0.06,0.10,0.06,Performance,0.67
39.750554,-105.0574684,1420,5570 WEST 24TH AVENUE,EDGEWATER,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,E,413,N,N,0.88,0.91,0.12,0.48,Improvement,0.46
39.750554,-105.0574684,1420,5570 WEST 24TH AVENUE,EDGEWATER,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,M,55,N,N,0.88,0.91,0.12,0.48,Improvement,0.46
38.8371055,-106.1277929,490,559 Railroad,BUENA VISTA,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,H,261,N,N,0.17,0.24,0.09,N/A,Performance,0.86
40.3131937,-105.0816199,1560,560 BUNYAN AVENUE,BERTHOUD,THOMPSON R2-J,808,BERTHOUD ELEMENTARY SCHOOL,E,431,N,N,0.16,0.22,0.10,N/A,Performance,0.83
39.724313,-104.830176,180,560 VAUGHN ST,AURORA,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,E,514,N,N,0.92,0.88,0.12,0.59,Performance,0.54
39.7980982,-105.0860281,1420,5611 ZEPHYR STREET,ARVADA,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,E,308,N,N,0.51,0.74,0.11,0.12,Performance,0.59
39.7980982,-105.0860281,1420,5611 ZEPHYR STREET,ARVADA,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,M,57,N,N,0.51,0.74,0.11,0.12,Performance,0.59
39.7993788,-104.9091323,30,5650 BOWEN COURT,COMMERCE CITY,ADAMS COUNTY 14,124,STARS EARLY LEARNING CENTER,E,120,N,N,0.89,N/A,0.15,N/A,N/A,N/A
39.234042,-107.996446,1990,56600 HIGHWAY 330,COLLBRAN,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,H,132,Y,N,0.52,N/A,N/A,N/A,Performance,0.38
39.234026,-107.996486,1990,56600 HIGHWAY 330,COLLBRAN,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,E,133,N,N,0.13,0.46,0.06,N/A,Improvement,0.46
39.234028,-107.996426,1990,56600 HIGHWAY 330,COLLBRAN,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,M,80,N,N,0.14,0.40,0.20,N/A,Performance,0.63
39.234022,-107.996406,1990,56600 HIGHWAY 330,COLLBRAN,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,H,92,N,N,0.14,0.34,N/A,N/A,Improvement,0.49
39.744736,-104.3225311,60,56729 EAST COLORADO AVENUE,STRASBURG,STRASBURG 31J,8328,STRASBURG ELEMENTARY SCHOOL,E,450,N,N,0.23,0.33,0.20,0.08,Performance,0.79
39.744706,-104.3225711,60,56729 EAST COLORADO AVENUE,STRASBURG,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,H,320,N,N,0.16,0.21,0.12,0.03,Performance,0.70
39.8003505,-104.9040446,8001,5701 QUEBEC STREET,COMMERCE CITY,CHARTER SCHOOL INSTITUTE,9037,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL,H,148,N,Y,0.94,0.80,0.03,0.34,Performance,0.87
39.8003105,-104.9040046,8001,5701 QUEBEC STREET,COMMERCE CITY,CHARTER SCHOOL INSTITUTE,9040,VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER SCHOOL,M,211,N,Y,0.96,0.85,0.03,0.52,Performance,0.93
39.421394,-105.536743,2600,57093 US HIGHWAY 285,BAILEY,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,M,237,N,N,0.22,0.29,0.11,N/A,Performance,0.97
39.4207943,-105.532192,2600,57243 US HIGHWAY 285,BAILEY,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,H,285,N,N,0.19,0.31,0.13,N/A,Performance,0.59
39.7249922,-104.9942559,880,574 WEST 6TH AVE,DENVER,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,H,382,N,N,0.74,0.60,0.07,0.22,Performance,0.80
39.7249922,-104.9942559,880,574 WEST 6TH AVE,DENVER,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,M,353,N,N,0.74,0.60,0.07,0.22,Priority Improvement,0.39
38.8944826,-107.919644,870,575 SE DEER CREEK DR,CEDAREDGE,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,H,266,N,N,0.12,0.43,0.08,N/A,Performance,0.76
39.8010947,-105.0894137,1420,5751 BALSAM STREET,ARVADA,JEFFERSON COUNTY R-1,109,ARVADA K-8,E,293,N,N,0.63,0.84,0.15,0.19,Turnaround,0.25
39.8010947,-105.0894137,1420,5751 BALSAM STREET,ARVADA,JEFFERSON COUNTY R-1,109,ARVADA K-8,M,319,N,N,0.63,0.84,0.15,0.19,Turnaround,0.33
40.1628507,-104.94672,470,5753 TWILIGHT AVENUE,FIRESTONE,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,E,437,N,Y,0.19,0.17,0.10,0.02,Performance,0.85
40.1628507,-104.94672,470,5753 TWILIGHT AVENUE,FIRESTONE,ST VRAIN VALLEY RE 1J,4333,IMAGINE CHARTER,M,146,N,Y,0.19,0.17,0.10,0.02,Performance,0.83
39.6392714,-104.7698547,130,5756 SOUTH BISCAY CIRCLE,AURORA,CHERRY CREEK 5,7476,ROLLING HILLS ELEMENTARY SCHOOL,E,601,N,N,0.34,0.11,0.09,0.10,Performance,0.68
39.7066027,-105.0617456,1420,580 SOUTH HARLAN STREET,LAKEWOOD,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,E,426,N,N,0.85,0.84,0.07,0.40,Improvement,0.51
39.7066027,-105.0617456,1420,580 SOUTH HARLAN STREET,LAKEWOOD,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,M,75,N,N,0.85,0.84,0.07,0.40,Improvement,0.51
39.8491343,-105.0611778,1420,5800 WEST 84TH AVENUE,ARVADA,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,E,320,N,N,0.49,0.70,0.19,0.13,Performance,0.55
39.8491343,-105.0611778,1420,5800 WEST 84TH AVENUE,ARVADA,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,M,33,N,N,0.49,0.70,0.19,0.13,Performance,0.55
39.7110843,-105.0607809,1420,5806 W ALAMEDA AVE,LAKEWOOD,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,H,281,Y,Y,0.93,0.86,N/A,0.62,Improvement,0.25
39.7199178,-105.1906649,1420,581 CONFERENCE PLACE,GOLDEN,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,E,351,N,Y,0.17,0.22,0.08,0.02,Performance,0.60
39.7199178,-105.1906649,1420,581 CONFERENCE PLACE,GOLDEN,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,M,58,N,Y,0.17,0.22,0.08,0.02,Performance,0.85
39.5200486,-104.9214284,900,5810 MCARTHUR RANCH ROAD,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,7242,ROCK CANYON HS PRE-K,E,16,N,N,0.56,N/A,N/A,N/A,N/A,N/A
39.5200086,-104.9214684,900,5810 MCARTHUR RANCH ROAD,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,H,2179,N,N,0.21,0.04,0.07,0.02,Performance,0.86
40.5036569,-105.0375812,1550,5844 SOUTH TIMBERLINE ROAD,FORT COLLINS,POUDRE R-1,490,BACON ELEMENTARY SCHOOL,E,568,N,N,0.19,0.18,0.12,0.04,Performance,0.94
39.089082,-108.497794,2000,585 30 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,E,509,N,N,0.40,0.75,0.17,0.10,Turnaround,0.31
39.0897379,-108.469945,2000,585 31-1/2 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,M,629,N,N,0.41,0.65,0.13,0.04,Improvement,0.47
39.9054158,-105.0612804,1420,5851 WEST 115TH AVENUE,WESTMINSTER,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,E,411,N,N,0.28,0.24,0.07,0.09,Performance,0.80
39.9054158,-105.0612804,1420,5851 WEST 115TH AVENUE,WESTMINSTER,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,M,54,N,N,0.28,0.24,0.07,0.09,Performance,0.80
39.8033937,-105.1272198,1420,5875 ROUTT COURT,ARVADA,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,E,400,N,N,0.26,0.29,0.09,0.06,Performance,0.70
39.8033937,-105.1272198,1420,5875 ROUTT COURT,ARVADA,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,M,76,N,N,0.26,0.29,0.09,0.06,Performance,0.70
39.09002,-108.578881,2000,588 25-1/2 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,E,371,N,N,0.32,0.43,0.15,0.06,Improvement,0.49
39.3576547,-104.5964464,920,589 SOUTH BANNER STREET,ELIZABETH,ELIZABETH C-1,3236,FRONTIER HIGH SCHOOL,H,57,Y,N,0.16,0.47,0.28,N/A,Performance,0.36
39.3576147,-104.5964964,920,589 SOUTH BANNER STREET,ELIZABETH,ELIZABETH C-1,7300,ELIZABETH RUNNING CREEK PRESCHOOL,E,72,N,N,0.10,N/A,N/A,N/A,N/A,N/A
39.8046594,-105.1183271,1420,5900 OAK STREET,ARVADA,JEFFERSON COUNTY R-1,148,ALLENDALE ELEMENTARY SCHOOL,E,208,N,N,0.43,0.71,0.12,0.16,Performance,0.58
39.8046594,-105.1183271,1420,5900 OAK STREET,ARVADA,JEFFERSON COUNTY R-1,148,ALLENDALE ELEMENTARY SCHOOL,M,35,N,N,0.43,0.71,0.12,0.16,Performance,0.58
39.6093651,-104.9905266,140,5933 SOUTH FAIRFIELD STREET,LITTLETON,LITTLETON 6,2382,EAST ELEMENTARY SCHOOL,E,307,N,N,0.71,0.76,0.06,0.53,Performance,0.53
39.8131026,-104.9194007,30,5941 EAST 64TH AVENUE,COMMERCE CITY,ADAMS COUNTY 14,5880,MILDRED L SANVILLE PRESCHOOL,E,92,N,N,0.89,N/A,N/A,N/A,N/A,N/A
38.3481734,-104.7097279,2700,597 E EARL DRIVE,PUEBLO WEST,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,E,528,N,N,0.42,0.39,0.15,0.05,Improvement,0.51
39.952237,-105.5259879,480,597 ELDORA ROAD,NEDERLAND,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,H,154,N,N,0.13,0.30,0.13,0.02,Performance,0.85
39.952237,-105.5259879,480,597 ELDORA ROAD,NEDERLAND,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,M,136,N,N,0.13,0.30,0.13,0.02,Performance,0.67
39.6131895,-105.0624381,1420,5987 WEST DORADO DRIVE,LITTLETON,JEFFERSON COUNTY R-1,951,BLUE HERON ELEMENTARY SCHOOL,E,454,N,N,0.37,0.25,0.11,0.12,Performance,0.64
39.6131895,-105.0624381,1420,5987 WEST DORADO DRIVE,LITTLETON,JEFFERSON COUNTY R-1,951,BLUE HERON ELEMENTARY SCHOOL,M,67,N,N,0.37,0.25,0.11,0.12,Performance,0.64
38.3027828,-104.5878884,2690,6 ADAIR ROAD,PUEBLO,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,M,704,N,N,0.81,0.84,0.15,0.05,Performance,0.56
39.3046048,-102.5955476,1480,6 MAIN,STRATTON,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,E,137,N,N,0.23,0.59,0.18,0.13,Performance,0.55
40.4282548,-104.7654334,3120,600 51ST AVENUE,GREELEY,GREELEY 6,5660,S. CHRISTA MCAULIFFE STEM ACADEMY,E,531,N,N,0.52,0.43,0.09,0.14,Performance,0.63
40.4282548,-104.7654334,3120,600 51ST AVENUE,GREELEY,GREELEY 6,5660,S. CHRISTA MCAULIFFE STEM ACADEMY,M,77,N,N,0.52,0.43,0.09,0.14,Performance,0.63
40.0980427,-104.9319846,470,600 5TH STREET,FREDERICK,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,H,996,N,N,0.35,0.29,0.12,0.10,Performance,0.54
38.7380596,-108.0589433,870,600 A STREET,DELTA,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,E,561,N,N,0.37,0.65,0.17,0.13,Performance,0.62
38.7531893,-104.8011737,1000,600 CHILES AVENUE,FORT CARSON,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,E,476,N,N,0.56,0.62,0.11,0.10,Performance,0.72
39.0069026,-105.0491569,3020,600 E KELLEYS ROAD,WOODLAND PARK,WOODLAND PARK RE-2,9694,WOODLAND PARK MIDDLE SCHOOL,M,579,N,N,0.17,0.35,0.09,0.03,Performance,0.65
40.1824878,-105.0814707,470,600 EAST MOUNTAIN VIEW,LONGMONT,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,H,1339,N,N,0.61,0.51,0.10,0.30,Improvement,0.48
40.1642757,-103.2059755,3030,600 ELM AVENUE,AKRON,AKRON R-1,86,AKRON ELEMENTARY SCHOOL,E,199,N,N,0.25,0.55,0.11,0.06,Performance,0.72
40.1642757,-103.2059755,3030,600 ELM AVENUE,AKRON,AKRON R-1,86,AKRON ELEMENTARY SCHOOL,M,70,N,N,0.25,0.55,0.11,0.06,Improvement,0.50
40.1642357,-103.2059355,3030,600 ELM AVENUE,AKRON,AKRON R-1,90,AKRON HIGH SCHOOL,H,109,N,N,0.17,0.40,0.15,N/A,Performance,0.73
38.4714672,-107.8637901,2180,600 SOUTH 12TH STREET,MONTROSE,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,M,497,N,N,0.36,0.40,0.12,0.12,Performance,0.67
38.4735568,-107.8733993,2180,600 SOUTH SELIG AVENUE,MONTROSE,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,H,1365,N,N,0.41,0.35,0.09,0.11,Performance,0.64
39.355689,-107.0375169,1180,600 SOUTHSIDE DRIVE,BASALT,ROARING FORK RE-1,570,BASALT HIGH SCHOOL,H,447,N,N,0.64,0.34,0.11,0.25,Priority Improvement,0.50
40.5168222,-107.5366158,2020,600 TEXAS AVENUE,CRAIG,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,E,248,N,N,0.45,0.65,0.15,0.25,Priority Improvement,0.36
38.1280337,-104.0271114,2540,600 WEST EUGENE AVENUE,FOWLER,FOWLER R-4J,3130,FOWLER JUNIOR HIGH SCHOOL,M,65,N,N,0.22,0.59,N/A,N/A,Improvement,0.46
38.1267975,-104.0292418,2540,600 WEST GRANT,FOWLER,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,H,127,N,N,0.22,0.39,0.08,N/A,Performance,0.71
37.9825088,-103.5577287,2520,600 WEST TOPEKA,LA JUNTA,EAST OTERO R-1,4843,LA JUNTA PRIMARY SCHOOL,E,313,N,N,0.72,0.80,0.22,0.01,Improvement,N/A
40.5144272,-107.5913883,2020,600 WESTRIDGE ROAD,CRAIG,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,E,257,N,N,0.24,0.43,0.13,0.04,Performance,0.61
39.730982,-105.06398,1420,6000 WEST 9TH AVENUE,LAKEWOOD,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,E,449,N,N,0.87,0.96,0.12,0.41,Performance,0.53
39.730982,-105.06398,1420,6000 WEST 9TH AVENUE,LAKEWOOD,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,M,54,N,N,0.87,0.96,0.12,0.41,Performance,0.53
39.5762393,-105.0620119,1420,6005 WEST CANYON AVENUE,LITTLETON,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,E,376,N,N,0.30,0.40,0.20,0.05,Performance,0.73
39.5762393,-105.0620119,1420,6005 WEST CANYON AVENUE,LITTLETON,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,M,45,N,N,0.30,0.40,0.20,0.05,Performance,0.73
40.3900254,-104.5576724,3130,601 CLARK STREET,KERSEY,PLATTE VALLEY RE-7,7052,PLATTE VALLEY ELEMENTARY SCHOOL,E,477,N,N,0.41,0.44,0.07,0.15,Performance,0.72
39.718777,-105.1904254,1420,601 CORPORATE CIRCLE,GOLDEN,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,E,349,N,Y,0.18,0.06,0.05,0.03,Improvement,0.53
39.718777,-105.1904254,1420,601 CORPORATE CIRCLE,GOLDEN,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,H,72,N,Y,0.18,0.06,0.05,0.03,Performance,0.97
39.718777,-105.1904254,1420,601 CORPORATE CIRCLE,GOLDEN,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,M,167,N,Y,0.18,0.06,0.05,0.03,Performance,0.58
39.6281652,-107.1034725,910,601 HIGHWAY 6,GYPSUM,EAGLE COUNTY RE 50,3710,GYPSUM ELEMENTARY SCHOOL,E,390,N,N,0.79,0.74,0.13,0.59,Performance,0.71
40.6473948,-102.6286764,2630,601 NORTH COLORADO AVENUE,HAXTUN,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,E,180,N,N,0.11,0.39,0.21,0.02,Performance,0.55
40.6473948,-102.6286764,2630,601 NORTH COLORADO AVENUE,HAXTUN,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,M,74,N,N,0.11,0.39,0.21,0.02,Priority Improvement,0.38
39.880584,-104.994651,20,601 WEST 100TH PLACE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,H,2021,N,N,0.71,0.31,0.09,0.26,Improvement,0.52
39.880544,-104.994691,20,601 WEST 100TH PLACE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,6845,P-TECH EARLY COLLEGE AT NORTHGLENN HIGH SCHOOL,H,32,N,N,0.66,N/A,N/A,N/A,N/A,0.43
38.1266647,-104.0306488,2540,601 WEST GRANT,FOWLER,FOWLER R-4J,56,FOWLER ELEMENTARY SCHOOL,E,175,N,N,0.29,0.62,0.12,0.02,Performance,0.72
38.1266647,-104.0306488,2540,601 WEST GRANT,FOWLER,FOWLER R-4J,56,FOWLER ELEMENTARY SCHOOL,M,29,N,N,0.29,0.62,0.12,0.02,Performance,0.72
38.2222645,-103.7568035,770,602 MAIN,ORDWAY,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,H,125,N,N,0.38,0.71,0.10,N/A,Performance,0.55
38.2222645,-103.7568035,770,602 MAIN,ORDWAY,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,M,77,N,N,0.38,0.71,0.10,N/A,Improvement,0.50
40.2386742,-103.8096535,2405,605 EDUCATION AVENUE,FORT MORGAN,FORT MORGAN RE-3,3074,FORT MORGAN MIDDLE SCHOOL,M,643,N,N,0.68,0.71,0.11,0.24,Performance,0.61
39.8212841,-105.0637455,1420,6055 WEST 68TH AVENUE,ARVADA,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,E,298,N,N,0.59,0.66,0.19,0.15,Performance,0.55
39.8212841,-105.0637455,1420,6055 WEST 68TH AVENUE,ARVADA,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,M,60,N,N,0.59,0.66,0.19,0.15,Performance,0.55
38.4470143,-105.2386087,1140,606 NORTH 9TH STREET,CANON CITY,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,E,348,N,N,0.24,0.68,0.16,0.01,Performance,0.71
38.7218402,-104.7101527,990,6070 MESA RIDGE PARKWAY,COLORADO SPRINGS,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,H,1300,N,N,0.52,0.37,0.09,0.01,Improvement,0.51
39.6059621,-104.7211464,130,6070 SOUTH VERSAILLES PARKWAY,AURORA,CHERRY CREEK 5,1273,CANYON CREEK ELEMENTARY SCHOOL,E,536,N,N,0.43,0.29,0.15,0.09,Performance,0.72
40.0028448,-105.209511,480,6096 BASELINE ROAD,BOULDER,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,M,639,N,N,0.20,0.08,0.10,0.02,Improvement,0.51
39.7609435,-104.4248115,50,610 7TH STREET,BENNETT,BENNETT 29J,775,BENNETT HIGH SCHOOL,H,358,N,N,0.24,0.20,0.10,0.07,Performance,0.54
38.8058208,-104.8129338,980,610 BROOKSHIRE AVENUE,COLORADO SPRINGS,HARRISON 2,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,E,346,N,N,0.76,0.90,0.10,0.18,Performance,0.60
38.011485,-103.6285495,2570,610 COLUMBIA STREET,SWINK,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,E,167,N,N,0.30,0.42,0.11,N/A,Performance,0.69
38.011485,-103.6285495,2570,610 COLUMBIA STREET,SWINK,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,M,29,N,N,0.30,0.42,0.11,N/A,Performance,0.69
38.011445,-103.6285895,2570,610 COLUMBIA STREET,SWINK,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,H,106,N,N,0.35,0.44,0.08,N/A,Performance,0.66
38.011445,-103.6285895,2570,610 COLUMBIA STREET,SWINK,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,M,64,N,N,0.35,0.44,0.08,N/A,Performance,0.55
39.605915,-104.869986,130,6100 SOUTH FULTON STREET,GREENWOOD VILLAGE,CHERRY CREEK 5,1572,HIGH PLAINS ELEMENTARY SCHOOL,E,600,N,N,0.40,0.18,0.11,0.17,Performance,0.75
39.6062579,-104.7553949,130,6100 SOUTH GENOA STREET,AURORA,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,M,940,N,N,0.40,0.28,0.09,0.05,Performance,0.55
38.9202872,-104.76994,1010,6110 SAPPORO DRIVE,COLORADO SPRINGS,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,E,383,N,N,0.44,0.60,0.07,0.04,Performance,0.53
38.8483273,-104.8137187,1010,612 EAST YAMPA STREET,COLORADO SPRINGS,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,M,677,N,N,0.58,0.75,0.10,0.06,Turnaround,0.33
38.8436643,-106.1252946,490,613 EAST MAIN STREET,BUENA VISTA,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,H,38,Y,N,0.24,0.45,N/A,N/A,Turnaround,0.25
38.0327856,-107.3152216,1380,614 NORTH SILVER STREET,LAKE CITY,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,E,52,N,N,0.16,0.39,0.11,N/A,Performance,0.88
38.0327856,-107.3152216,1380,614 NORTH SILVER STREET,LAKE CITY,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,H,39,N,N,0.16,0.39,0.11,N/A,Performance,0.85
38.0327856,-107.3152216,1380,614 NORTH SILVER STREET,LAKE CITY,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,M,20,N,N,0.16,0.39,0.11,N/A,Performance,0.78
37.1715921,-104.5157208,1580,614 PARK STREET,TRINIDAD,TRINIDAD 1,1386,TRINIDAD MIDDLE SCHOOL,M,236,N,N,0.72,0.75,0.13,0.04,Performance,0.63
37.240162,-107.590466,1530,615 E Oak Dr,Bayfield,BAYFIELD 10 JT-R,636,BAYFIELD MIDDLE SCHOOL,M,335,N,N,0.21,0.32,0.11,0.04,Performance,0.69
38.754852,-104.735186,990,615 WIDEFIELD DRIVE,COLORADO SPRINGS,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,H,1359,N,N,0.51,0.41,0.11,0.01,Performance,0.56
39.607168,-105.0648019,1420,6155 WEST LEAWOOD DRIVE,LITTLETON,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,E,364,N,N,0.28,0.24,0.13,0.06,Performance,0.82
39.607168,-105.0648019,1420,6155 WEST LEAWOOD DRIVE,LITTLETON,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,M,54,N,N,0.28,0.24,0.13,0.06,Performance,0.82
40.3390356,-104.9137173,3110,616 NORTH 2ND STREET,JOHNSTOWN,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,H,979,N,N,0.35,0.23,0.09,0.06,Performance,0.64
39.8085359,-104.9168375,30,6160 KEARNEY STREET,COMMERCE CITY,ADAMS COUNTY 14,4516,KEARNEY MIDDLE SCHOOL,M,795,N,N,0.89,0.85,0.13,0.52,Performance,0.56
39.5631588,-104.917111,900,6161 BUSINESS CENTER DRIVE,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,E,608,N,Y,0.34,0.08,0.06,0.09,Performance,0.79
39.5631588,-104.917111,900,6161 BUSINESS CENTER DRIVE,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,H,320,N,Y,0.34,0.08,0.06,0.09,Performance,0.93
39.5631588,-104.917111,900,6161 BUSINESS CENTER DRIVE,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,M,340,N,Y,0.34,0.08,0.06,0.09,Performance,0.69
39.6635037,-104.9166005,130,6161 EAST CORNELL AVENUE,DENVER,CHERRY CREEK 5,4062,HOLLY HILLS ELEMENTARY SCHOOL,E,677,N,N,0.73,0.76,0.12,0.41,Performance,0.70
38.9228541,-104.7351511,1010,6175 WHETSTONE DRIVE,COLORADO SPRINGS,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,E,636,N,N,0.37,0.39,0.07,0.02,Performance,0.80
39.1381799,-104.0839308,940,619 PUEBLO ST,SIMLA,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,E,154,N,N,0.14,0.41,0.07,N/A,Performance,0.78
39.1381599,-104.0839208,940,619 PUEBLO ST,SIMLA,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,M,62,N,N,0.13,0.45,N/A,N/A,Performance,0.69
